Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
Valproate-induced malformation in epilepsy: Data mining of canadian adverse reaction monitoring program safety reports,"Bhatt, H.; Desai, T.","Purpose: In present investigation, we analysed process and preliminary results of combining data from Canadian Adverse Reaction Monitoring Program databases for monitoring of anti-epileptic drug safety. Objective: The objective of present investigation was to extract data related to adverse events associated with Valproate from Canadian Adverse Reaction database for possible congenital anomaly signal detection of Valproate with qualitative analysis and also to evaluate the frequency of the Valproate induced malformation within different stratified groups. Methods: A total of 4855 case reports of anti-epileptic drugs within period of January 2000 to June 2016 were downloaded from database. There were 1066 cases for Valproate and its analogue reported during this interval. These reports containing information of adverse events associated with Valproate were investigated. Statistical pharmacovigilance tools were used for quantitative signal detection of drug-related adverse reactions, which includes proportional reporting ratio, 95% confidence interval of proportional reporting ratio, the reporting odds ratio and Reporting ratio. Results: Total of 6 reports related to Valproate-induced malformation was obtained from Canadian Adverse Reaction database. For Valproate-induced malformation, the proportional reporting ratio, reporting odds ratio and reporting ratio was found to be 2.92, 2.95 & 2.15 respectively. Lower and upper limits of 95% confidence interval of proportional reporting ratio were found to be 1.047 & 8.175 respectively. Conclusion: Data mining from Canadian Adverse Reaction database was found useful for examining Valproate-induced malformation related adverse event. The data strongly suggest the necessity of risk minimization measures for the congenital anomaly associated risk with anti-epileptic drugs.",2020,,International Journal of Pharmaceutical Research,12,3,1503-1507,,,,#7628,Bhatt 2020,Exclusion reason: Full Text Not Found; ,""
Learning Pattern Relation-Based Hyperbolic Embedding for Adverse Drug Reaction Extraction,"Taewijit, S.; Theeramunkong, T.","Hyperbolic embedding has been recently developed to allow us to embed words in a Cartesian product of hyperbolic spaces, and its efficiency has been proved in several works of literature since the hierarchical structure is the natural form of texts. Such a hierarchical structure exhibits not only the syntactic structure but also semantic representation. This paper presents an approach to learn meaningful patterns by hyperbolic embedding and then extract adverse drug reactions from electronic medical records. In the experiments, the public source of data from MIMIC-III (Medical Information Mart for Intensive Care III) with over 58,000 observed hospital admissions of the brief hospital course section is used, and the result shows that the approach can construct a set of efficient word embeddings and also retrieve texts of the same relation type with the input. With the Poincare embeddings model and its vector sum (PC-S), the authors obtain up to 82.3% in the precision at ten, 85.7% in the mean average precision, and 93.6% in the normalized discounted cumulative gain.",2021,Apr-Jun,International Journal of Knowledge and Systems Science,12,2,69-87,WOS:000635269800005,10.4018/ijkss.2021040105,,#4147,Taewijit 2021,Exclusion reason: Full Text Not Found; ,""
Logistic Regression Likelihood Ratio Test Analysis for Detecting Signals of Adverse Events in Post-market Safety Surveillance,"Nam, K.; Henderson, N. C.; Rohan, P.; Woo, E. J.; Russek-Cohen, E.","The Vaccine Adverse Event Reporting System (VAERS) and other product surveillance systems compile reports of product-associated adverse events (AEs), and these reports may include a wide range of information including age, gender, and concomitant vaccines. Controlling for possible confounding variables such as these is an important task when utilizing surveillance systems to monitor post-market product safety. A common method for handling possible confounders is to compare observed product–AE combinations with adjusted baseline frequencies where the adjustments are made by stratifying on observable characteristics. Though approaches such as these have proven to be useful, in this article we propose a more flexible logistic regression approach which allows for covariates of all types rather than relying solely on stratification. Indeed, a main advantage of our approach is that the general regression framework provides flexibility to incorporate additional information such as demographic factors and concomitant vaccines. As part of our covariate-adjusted method, we outline a procedure for signal detection that accounts for multiple comparisons and controls the overall Type 1 error rate. To demonstrate the effectiveness of our approach, we illustrate our method with an example involving febrile convulsion, and we further evaluate its performance in a series of simulation studies.",2017,,Journal of Biopharmaceutical Statistics,27,6,990-1008,,10.1080/10543406.2017.1295250,,#4232,Nam 2017,Exclusion reason: Full Text Not Found; ,""
Making Sense of Pharmacovigilance and Drug Adverse Event Reporting: Comparative Similarity Association Analysis Using AI Machine Learning Algorithms in Dogs and Cats,"Xu, X.; Mazloom, R.; Goligerdian, A.; Staley, J.; Amini, M.; Wyckoff, G. J.; Riviere, J.; Jaberi-Douraki, M.","Drug-associated adverse events cause approximately 30 billion dollars a year of added health care expense, along with negative health outcomes including patient death. This constitutes a major public health concern. The US Food and Drug Administration (FDA) requires drug labeling to include potential adverse effects for each newly developed drug product. With the advancement in incidence of adverse drug events (ADEs) and potential adverse drug events, published studies have mainly concluded potential ADEs from labeling documents obtained from the FDA's preapproval clinical trials, and very few analyzed their research work based on reported ADEs after widespread use of a drug to animal subjects. The aforesaid procedure of deriving practice based on information from preapproval labeling may misrepresent or deprecate the incidence and prevalence of specific ADEs. In this study, we make the most of the recently disseminated ADE data by the FDA for animal drugs and devices used in animals to address this public and welfare concern. For this purpose, we implemented 5 different methods (Pearson distance, Spearman distance, cosine distance, Yule distance, and Euclidean distance) to determine the most efficient and robust approach to properly discover highly associated ADEs from the reported data and accurately exclude noise-induced reported events, while maintaining a high level of correlation precision. Our comparative analysis of ADEs based on an artificial intelligence (AI) approach for the 5 robust similarity methods revealed high ADE associations for 2 drugs used in dogs and cats. In addition, the described distance methods systematically analyzed and compared ADEs from the drug labeling sections with a specific emphasis on analyzing serious ADEs. Our finding showed that the cosine method significantly outperformed all the other methods by correctly detecting and validating ADEs based on the comparative similarity association analysis compared with ADEs reported by preapproval clinical trials, premarket testing, or postapproval complication experience of FDA-approved animal drugs.",2019,Dec,Top Companion Anim Med,37,,100366,31837760,10.1016/j.tcam.2019.100366,,#4386,Xu 2019,Exclusion reason: Full Text Not Found; ,""
Mining heterogeneous networks with topological features constructed from patient-contributed content for pharmacovigilance,"Yang, C. C.; Yang, H.","Drug safety, also called pharmacovigilance, represents a serious health problem all over the world. Adverse drug reactions (ADRs) and drug-drug interactions (DDIs) are two important issues in pharmacovigilance, and how to detect drug safety signals has drawn many researchers' attention and efforts. Currently, methods proposed for ADR and DDI detection are mainly based on traditional data sources such as spontaneous reporting data, electronic health records, pharmaceutical databases, and biomedical literature. However, these data sources are either limited by under-reporting ratio, privacy issues, high cost, or long publication cycle. In this study, we propose a framework for drug safety signal detection by harnessing online health community data, a timely, informative, and publicly available data source. Concretely, we used MedHelp as the data source to collect patient-contributed content based on which a weighted heterogeneous network was constructed. We extracted topological features from the network, quantified them with different weighting methods, and used supervised learning method for both ADR and DDI signal detection. In addition, after identifying DDI signals, we proposed a new metric, named Interaction Ratio, to identify associated ADRs due to suspected interactions. The experiment results showed that our proposed techniques outperforms baseline methods.",2018,Aug,Artif Intell Med,90,,42-52,30093253,10.1016/j.artmed.2018.07.002,,#4606,Yang 2018,Exclusion reason: Full Text Not Found; ,""
Signal mining and analysis of adverse drug reactions caused by rituximab,"Pan, J. L.; Liu, Z. Y.; Chen, J.; Chu, W. G.","OBJECTIVE: To provide the reference for clinical rational safe drug use by the signal mining of adverse drug reactions caused by rituximab. METHODS: Reporting odds ratio and Bayesian confidence propagation neural network methods were used to make a signal mining of suspected ADRs caused by rituximab from FDA Adverse Event Reporting System, where the reports collected from the first quarter in 2014 to the fourth quarter in 2015 can be used in this study. RESULTS: 657 and 43 warning signals were obtained by ROR method and BCPNN method, including 68 new suspected ADR signals by ROR(limited with 95% CI value ranked top 300 ADR signals and ROR value greater than 2.5) and 10 new ADR signals by BCPNN, which are not mentioned in instructions. CONCLUSION: Mining the signals of the adverse drug reactions of rituximab can provide reference for domestic clinical rational safe drug use.",2016,,Chinese Pharmaceutical Journal,51,22,1976-1981,,10.11669/cpj.2016.22.019,,#6714,Pan 2016,Exclusion reason: Full Text Not Found; ,""
A Pharmaco-Cybernetics Approach to Patient Safety: Identifying Adverse Drug Reactions through Unsupervised Machine Learning,"Yap, K. Y. L.; Informat Resources Management, Assoc","Pharmaco-cybernetics is an upcoming interdisciplinary field that supports our use of medicines and drugs through the combined use of computational technologies and techniques with human-computer-environment interactions to reduce or prevent drug-related problems. The advent of pharmaco-cybernetics has led to the development of various software, tools, and Internet applications that can be used by healthcare practitioners to deliver optimum pharmaceutical care and health-related outcomes. Patients are becoming more informed through health information on the Internet, which empowers them to better participate in the management of their own conditions. Focusing on patients with cancer, this chapter describes the use of a pharmaco-cybernetics approach to identify clinically relevant predictors of two debilitating adverse drug reactions, which are a cause of patient safety -chemotherapy-induced nausea and vomiting and febrile neutropenia. The early identification of such clinical predictors enables clinicians to prevent or reduce the occurrence of adverse drug reactions in cancer patients undergoing chemotherapy through appropriate management strategies. The computational methods used in this approach involve two unsupervised machine-learning techniques -principal component and multiple correspondence analyses. Using two case examples, this chapter shows the potential of machine-learning techniques for identifying patients who are at greater risks of these adverse drug reactions, thus enhancing patient safety. This chapter also aims to increase the awareness among healthcare professionals and clinician-scientists about the usefulness of such techniques in clinical patient populations, so that these can be considered as part of clinical care pathways to enhance patient safety and effectively manage cancer patients on chemotherapy.",2017,,"Healthcare Ethics and Training: Concepts, Methodologies, Tools, and Applications",,,1291-1310,WOS:000472166200062,10.4018/978-1-5225-2237-9.ch061,,#5362,Yap 2017,Exclusion reason: Full Text Not Found; ,""
Novel adverse events of brexpiprazole: A disproportionality analysis in USA Food and Drug Administration adverse event reporting system database,"Subeesh, V.; Singh, H.; Maheswari, E.; Beulah, T.","BACKGROUND: Signal detection is an advanced technique in pharmacovigilance for the early detection of new, rare reactions (desired or undesired) of a drug which enables healthcare professionals to be vigilant in encountering serious adverse events associated with the drug. Brexpiprazole, the second approved D2 partial agonist was intended for the treatment of schizophrenia and as adjunctive therapy for major depressive disorder (MDD). The study aimed at detecting the novel adverse events associated with brexpiprazole by data mining analysis of the Food and Drug Administration (USFDA) database of Adverse Event Reporting System (AERS) using data mining algorithms. METHODS: A retrospective analysis was carried out in USFDA Adverse Event Reporting System database by applying the three most commonly used data mining algorithms, namely, Reporting Odds Ratio (ROR), Proportional Reporting Ratio (PRR) and Information Component (IC) from 2015 second quarter (Q2) to 2016 fourth quarter (Q4). A value of ROR-1.96SE>1, PRR≥2, IC- 2SD>0 were considered as the positive signal. RESULTS: The USFDA AERS database is comprised of 61,66,215 DECs totally which were reported from 2015 Q2 to 2016Q4. Among which, 3548 DECs were associated with brexpiprazole. On analysis, data mining algorithms exhibited positive signal for five novel reactions viz., agitation, anger, depression, dry mouth and insomnia as those were well above the pre-set threshold. CONCLUSIONS: This quantitative method aided in identification of five novel adverse events. The result warrants an integration of clinical studies for the validation and quantification of possible risks of the adverse events obtained by signal detection technique.",2017,,Minerva Psichiatrica,58,4,181-186,,10.23736/S0391-1772.17.01944-6,,#5044,Subeesh 2017,Exclusion reason: Full Text Not Found; ,""
MTTLADE: A multi-task transfer learning-based method for adverse drug events extraction,"El-allaly, E. D.; Sarrouti, M.; En-Nahnahi, N.; El Alaoui, S. O.","Extracting mentions of Adverse Drug Events (ADEs) and the potential relationships among them from clinical textual data remains challenging tasks due to the following issues: (1) many ADEs mentions have multiple relations, also known as the multi-head issue, and (2) many ADEs relations contain discontinuous mentions. To deal with these problems, in this paper, we propose a Multi -Task Transfer Learning-based method for ADEs extraction, called MTTLADE. Firstly, the MTTLADE system converts the ADEs extraction task to a dual-task sequence labelling which includes ADEs source mention extraction (ADE-SE) and ADEs attribute-relation extraction (ADEAtt-RE) tasks. The ADE-SE task aims at extracting the source mentions that are likely related to at least one relation, while the ADE-Att-RE task consists in linking the previously identified source mentions to their target attributes and relation types by adopting a unified sequence labelling. Then, it uses the multi-task transfer learning (MTTL) based approach to process the two proposed tasks simultaneously. The MTTL adopts a shared representation obtained from the pre-trained language model learned through transformer architecture and ends up with task specific fine-tuning. This allows the MTTLADE system to yield more generalized representation across the tasks. Finally, MTTLADE produces sequences for each task from the generated model so as to extract ADEs mentions and relations. Experimental evaluations conducted on two datasets provided by the TAC 2017 and n2c2 2018 shared tasks show the effectiveness and generalizability of MTTLADE. The proposed MTTLADE system significantly outperforms the state-of-the-art ones on both datasets. The results also show that combining transfer and multitask learning makes MTTLADE more effective for solving the multi-head issue and extracting intricate ADEs.",2021,May,Information Processing & Management,58,3,17,WOS:000633034700010,10.1016/j.ipm.2020.102473,,#4751,El-allaly 2021,Exclusion reason: Full Text Not Found; ,""
MTMA: Multi-task multi-attribute learning for the prediction of adverse drug-drug interaction,"Zhu, J. J.; Liu, Y. G.; Wen, C. B.","Adverse drug-drug interaction (ADDI) is an important issue in drug developments and clinical applications, which causes a significant burden in the healthcare system and leads to serious morbidity and mortality in patients. Many methods are proposed for ADDI prediction due to the accumulation of healthcare data in a massive scale. However, these methods are insufficient in exploring the potential adverse mechanisms among drugs and incapable of revealing the leading factors of ADDIs. In this paper, we propose a Multi-Task Multi-Attribute (MTMA) learning model for ADDI prediction. In MTMA, two drug attributes, molecular structure and side effect, are adopted to model the adverse interactions among drugs and two interpretable tensors, adverse molecular structure-molecular structure interaction tensor and adverse side effect-side effect interaction tensor, are designed to uncover the adverse mechanisms among drugs. Meanwhile, we impose l(2,1)-norm on the predicted attribute matrices to explore the leading molecular substructures and side effects for each specific ADDI. The optimization problem of MTMA is solved by an alternating algorithm based on the methods of low-rank tensor decomposition and stochastic gradient descent. Experiments on the real-world dataset demonstrate the considerable performance of MTMA when compared with nine baseline methods and its three variants. (C) 2020 Elsevier B.V. All rights reserved.",2020,Jul,Knowledge-Based Systems,199,,13,WOS:000535355300015,10.1016/j.knosys.2020.105978,,#4749,Zhu 2020,Exclusion reason: Full Text Not Found; ,""
Statistical and graphical approaches for disproportionality analysis of spontaneously-reported adverse events in pharmacovigilance,"Zink, R. C.; Huang, Q.; Zhang, L. Y.; Bao, W. J.","AIM: Combine disproportionality analysis with dynamically interactive graphics to understand spontaneously-reported adverse events in pharmacovigilance. METHODS: Four statistical methods, including Reporting Odds Ratio, Proportional Reporting Ratio, Multi-Item Gamma Poisson Shrinker and Bayesian Confidence Propagation Neural Network that are used for computing disproportionality are described. Tree maps and other graphical techniques are used to display the disproportionality results. RESULTS: Spontaneously-reported adverse events in pharmacovigilance are collected from physicians, patients, or the medical literature by regulatory agencies, pharmaceutical companies and device manufacturers to monitor the safety of a product once it reaches the market. In order to identify potential safety-signals, disproportionality analysis methods compare the rate at which a particular event of interest co-occurs with a given drug with the rate this event occurs without the drug in the event database. Tree maps are employed to interactively display the adverse events for particular drugs and compare the adverse events among the drugs. CONCLUSION: Interactive graphical displays of disproportionality allow the analyst to quickly identify safety signals and perform additional follow-up analyses. Combining statistical methods with dynamically interactive graphics affords insights into the data inaccessible by traditional analysis methods.",2013,May,Chin J Nat Med,11,3,314-320,23725848,10.1016/s1875-5364(13)60035-7,,#6861,Zink 2013,Exclusion reason: Full Text Not Found; ,""
Pharmacovigilance signal detection of alogliptin based on Bayesian confidence propagation neural network Method,"Shi, W. H.; Ba, L.; Xu, H. Q.","Objective: To detect and evaluate the safety signals of alogliptin based on spontaneous reporting system to provide reference for clinical use. Methods: The Bayesian confidence propagation neural network method was used to analyze the FDA Adverse Event Reporting System database. The signal generation condition was defined as the lower limit of 95% confidence interval of information component (IC) should be positive and the number of reports in any given drug-adverse reaction pair should be greater than 3. Results: A total of 1 298 reports were retrieved from the database in which alogliptin was used as suspected drug or concomitant drug. Male patients (53.85%) were more than females (39.21%), and the largest age group was 65 to 84 year old. Most adverse drug reactions (ADRs) occurred within one year after the beginning of the treatment. The top 10 adverse events reported were cerebral infarction, nausea, pyrexia, interstitial lung disease, anemia, pneumonia, condition aggravated, diarrhea, rash and vomiting. A total of 115 pharmacovigilance signals were detected, distributing in 21 system organ classes; high-risk signals were interstitial lung disease (n=35, IC=3.36), rhabdomyolysis (n=22, IC=2.57), et al. Conclusion: The data mining of spontaneous reporting system can detect pharmacovigilance signals efficiently and provide the basis for signal verification and evaluation.",2019,,Chinese Journal of New Drugs,28,4,505-512,,,,#5447,Shi 2019,Exclusion reason: Full Text Not Found; ,""
Pharmacovigilance of parenterally administered salvianolate based on analysis of spontaneous reporting system data,"Lu, P. F.; Xiang, Y. Y.; Xie, Y. M.; Chang, Y. P.; Wang, Z. G.","Spontaneous reporting system (SRS) is currently a basic method to monitor and find adverse drug reactions (ADR) signals used worldwide. This method can promptly and effectively discover ADR signals and is of great significance to effectively prevent and avoid ADRs. Parenterally administered salvianolate has the functions of activating blood circulation and removing stasis. It is mainly used in the treatment of stable angina pectoris. As the drug is widely used clinically and ADRs are increasingly reported promptly, ADR information in the national ADR monitoring center's SRS database has also increased. How to quickly and effectively identify suspicious ADRs is a major concern. This study uses BCPNN and PRR to detect early warning signals. S739 ADR case reports were identified. There were 106 types, 1310 events, and 24 serious ADR cases (3.25% of 739 case reports) There wre no deaths. The ten most frequent ADRs were: rash, dizziness, itch, headache, chills and breath, nausea, palpitation, anaphylactic reaction and hot. The drugs early warning signs were dizziness, headache, nausea, itchiness and rash estimated using PRR. Early warning signs based on BCPNN were dizziness and headache. The ADRs of dizziness and headache are early warning signals associated with the nervous system.",2013,,Zhongguo Zhongyao Zazhi,38,18,3003-3007,,10.4268/cjcmm20131817,,#5445,Lu 2013,Exclusion reason: Full Text Not Found; ,""
Myocarditis related to clozapine treatment,"Hägg, S.; Spigset, O.; Bate, A.; Soderström, T. G.","Myocarditis has in several case reports been associated with use of clozapine. Eight cases of myocarditis during treatment with clozapine that were submitted to the Swedish Adverse Drug Reaction Advisory Committee and 18 cases that were reported in the literature are summarized. As part of the routine signal detection process on the World Health Organization (WHO) Program on International Drug Monitoring database, which contains more than two million case reports of spontaneously reported suspected adverse drug reactions, a Bayesian confidence propagation neural network (BCPNN) is used. This article also shows the retrospective output of the BCPNN over time for clozapine and myocarditis and discusses its implications. In 19 (79%; duration of treatment not stated for 2 patients) of 24 patients with myocarditis, the symptoms occurred within the first 6 weeks of clozapine treatment. Many patients shared a similar clinical course, with symptoms such as an influenza-like illness, fever, sinus tachycardia, hypotension, chest discomfort, and heart failure. The reaction was fatal in 12 (46%) of these patients. The other patients generally had a prompt recovery. By using the BCPNN technique, a quantitative association between clozapine and myocarditis was demonstrated, and the association might have been high-lighted for clinical review in 1994 had this BCPNN method been in use at the WHO center at the time. Myocarditis seems to be a rare and potentially lethal adverse effect of clozapine. Admittance for observation, interruption of the clozapine treatment, and treatment with corticosteroids should be considered for patients in whom this reaction is suspected.",2001,Aug,J Clin Psychopharmacol,21,4,382-388,11476122,10.1097/00004714-200108000-00005,,#4837,Hägg 2001,Exclusion reason: Full Text Not Found; ,""
"Signal detection of botulinum toxin type A (BoNT/A) using the Korea Adverse Event Reporting System Database, 1999 - 2016","Lee, S. E.; Lee, S. H.; Shin, J. Y.","Objective: To detect signals of potential adverse events (AEs) after botulinum toxin (BTX) treatment using the Korea Institute of Drug Safety & Risk Management- Korea adverse event reporting system database (KIDS-KD). Materials and methods: The individual case safety reports (ICSRs) submitted to KIDS-KD from 1999 to 2016 were analyzed. To detect safety signals, disproportionality analysis was introduced, and the three indices (proportional reporting ratio (PRR), reporting odds ratio (ROR), and information component (IC)) were calculated based on the reported preferred terms (WHO-ART, preferred term (PT)). The signals detected were compared with drug labels from Korea and the USA. Results: A total of 5,896 AE reports were collected in January 1999 - December 2016 in the Korea Adverse Event Reporting System (KAERS) databases. Among the total of 103,785 drug- AE pairs, 1,413 were attributed to BTX. The disproportionality analysis produced 44 PTs as safety signals and detected 7 unlabeled PTs that were not listed on the labels. After matching for age and sex (1 : 2), the adjusted ROR of ineffective medicine and depression in BTX was 21.60 (95% confidence interval (CI), 19.12 - 24.41) and 6.02 (95% CI, 3.41 - 10.64) respectively. Conclusion: The number of AE reports after BTX has increased, the majority of which were from females. Safety signals such as ""medicine ineffective""and ""concentration impaired""may be due to increasing off-label use, which warrants long-term surveillance, especially among females after BTX injection.",2021,,International Journal of Clinical Pharmacology and Therapeutics,59,5,386-397,,10.5414/CP203776,,#6705,Lee 2021,Exclusion reason: Full Text Not Found; ,""
Data Mining and Analysis of Tolvaptan Related Adverse Events of Death based on FAERS,"Luo, M.; Wu, B.; Wu, F. B.; Xu, T.","OBJECTIVE: To detect and analyze signals of tolvaptan related adverse events of death through data mining methods based on FAERS data. METHODSE: Downloaded 60 quarters of FARES data from 2004Q1 to 2018Q4. After drug names standardized by MedEx and adverse events classified by MedDRA, searched tolvaptan related to death events reports, and detected the ADE signal using ROR and PRR methods. RESULTS: A total of 4 641 reports of tolvaptan were gathered, including 360 death reports, PRR=1.90, χ2=158.59, the signal of death wasn't detected. However, the lower limit of ROR 95%CL=1.72, the signal of death was detected. There were significant differences between the two methods. The signal of subgroup of death were detected by both methods, a=8, PRR=2.29, χ2=5.72, the lower limit of ROR 95%CI=2.28. In the death reports, 41.39% were old patients(>65 years old), there were cases suffering multiple comorbidities and using multiple drugs. CONCLUSION: The potential death risk of tolvaptan should be paid attention to, especially the old patients and drug-drug interactions should be strictly monitored.",2020,,Chinese Pharmaceutical Journal,55,14,1215-1219,,10.11669/cpj.2020.14.017,,#1851,Luo 2020,Exclusion reason: Full Text Not Found; ,""
Research on early warning signals of adverse drug reactions to parenterally administered Xiyanping based on spontaneous reporting system (SRS) data,"Wang, Z. F.; Xiang, Y. Y.; Xie, Y. M.","This article focused on early warning signals regarding the safety of parenterally administered Xiyanping. The study data was obtained from reports made between 2005-2012 from the national spontaneous reporting system (SRS). Proportion reporting ratio (PRR) and Bayesian confidence propagation neural network (BCPNN) algorithms were used to analyse: erythra, pruritus, anaphylactoid reactions and shiver with cold, these 4 adverse drug reactions had a total count of more than 500 events. The article found that Xiyanping's incidence rate of erythra was higher than for background-drugs in every year and in every season. Pruritus was an early warning signal in the second season of 2009, and anaphylactoid reaction was an early warning signal in the fourth season of 2011 and in the second season of 2012. There was however no early warning signal indicated by shiver with cold. This data indicates that erythra maybe an adverse drug reactions to parenterally administered Xiyanping, and if the incidence rate of pruritus and anaphylactoid reaction rises attention should be paid to its safety.",2013,,Zhongguo Zhongyao Zazhi,38,18,3008-3012,,10.4268/cjcmm20131818,,#6378,Wang 2013,Exclusion reason: Full Text Not Found; ,""
Stochastic goal programming approach to determine the side effects to be labeled on pharmaceutical drugs,"Rajendran, S.; Ansaripour, A.; Kris Srinivasan, M.; Chandra, M. J.","Pharmaceutical companies constantly face the challenge of providing high-quality products that maximize benefits while minimizing risks to patients. Recent years have witnessed an increase in drug-reaction-related lawsuits driving pharmaceutical companies to declare more side effects on the product label, which may negatively influence the product sales because patients or prescribing physicians may perceive the drug to be unsafe. Clearly, the objectives of minimizing lawsuit cost and potential customer loss are conflicting in nature, and therefore, it is necessary to determine the side effects to report on the label such that the best compromise is achieved between the two. A stochastic multiple criteria mathematical programming (SMCMP) model is developed to serve as a decision support system in assisting pharmaceutical companies with labeling decisions. A non-preemptive stochastic goal programming technique is used to solve the SMCMP model to attain a tradeoff solution between the two objectives. We verify the model with sample datasets and conduct sensitivity analysis by varying the lawsuit costs and number of customers lost. The results indicate that when the target value for lawsuit cost increases, fewer drug-related reactions are declared, while more side effects are labeled with an increase in target customer loss.",2019,,IISE Transactions on Healthcare Systems Engineering,9,1,83-94,,10.1080/24725579.2018.1488157,,#6885,Rajendran 2019,Exclusion reason: Full Text Not Found; ,""
Dabigatran-dronedarone interaction in a spontaneous reporting system,"Gandhi, P. K.; Gentry, W. M.; Bottorff, M. B.","Objectives: To investigate the risk of bleeding events associated with concurrent administration of dabigatran-dronedarone compared with dabigatran standalone therapy using the Food and Drug Administration Adverse Event Reporting System (FAERS) database and to identify the characteristics of patients with bleeding events associated with concurrent use of dabigatran and dronedarone. Design: Retrospective data mining analysis. Setting: United States, from the dabigatran approval date (October 19, 2010) through the fourth quarter of 2011. Patients: Cases from FAERS with bleeding events (combined in a single term based on adverse event reports such as hemorrhage and rectal hemorrhage) as the adverse event. Intervention: Cases listing concomitant use of the terms Pradaxa, dabigatran, or dabigatran etexilate with Multaq or dronedarone as the suspect drug from FAERS and cases listing dabigatran and dronedarone as standalone therapies were extracted for analysis. Main outcome measure: Risk of bleeding among those using dabigatran-dronedarone concomitantly compared with those using dabigatran standalone therapy. Results: 108 dabigatran-dronedarone interaction reports and 14,913 reports concerning bleeding events were extracted from FAERS. Of 108 dabigatran-dronedarone interaction cases, 51 were associated with bleeding events. The odds ratio (OR) for risk of bleeding in patients using dabigatran and dronedarone concomitantly compared with those using neither of the suspect drugs was 13.80 (95% CI 9.45-20.14). The OR for risk of bleeding in patients using only dabigatran compared with those using neither of the suspect drugs was 16.06 (15.00-17.19). Conclusion: The likelihood of reporting bleeding events to FAERS among patients using dabigatran only was similar to that among patients using dabigatran and dronedarone concomitantly.",2013,,Journal of the American Pharmacists Association,53,4,414-419,,10.1331/JAPhA.2013.12218,,#1842,Gandhi 2013,Exclusion reason: Full Text Not Found; ,""
Causality assessment of adverse drug reaction: Controlling confounding induced by polypharmacy,"Dang, T. T.; Nguyen, T. H.; Ho, T. B.","Background: Post-marketing pharmaceutical surveillance, a.k.a. pragmatic clinical trials (i.e., PCT), plays a vital role in preventing accidents in practical treatment. The most important and difficult task in PCT is to assess which drug causes adverse reactions (i.e., ADRs) from clinical texts. The confounding (i.e., factors cause confusions in causality assessment) is generated by the polypharmacy (i.e., multiple drugs use), which makes most of existing methods poor for detecting drugs that capably cause observed ADRs. Objective: We aim to improve the performance of detecting drug-ADR causal relations from clinical texts. To this end, a mechanism for reducing the impact of confounding on the detecting process is needful. Methods: We proposed a novel model which is called the analogy-based active voting (i.e., AAV) for improving the ability of detecting causal drug-ADR pairs, in case multiple drugs are prescribed for treating the comorbidity. This model is inspired by the analogy principle which was proposed by Bradford Hill. Results: The experimental results show the improvement of recognizing causal relations between drugs and ADRs that are confirmed by the SIDER. In addition, the proposed model is promising to detect infrequently observed causal drug-ADR pairs when the drug is not commonly used. Conclusion: The proposed model demonstrates its ability for controlling the polypharmacy-induced confounding, to improve the quality of causality assessment of ADRs. Additionally, this also shows that the analogy principle is applicable for the assessment.",2019,,Current Pharmaceutical Design,25,10,1134-1143,,10.2174/1381612825666190416115714,,#976,Dang 2019,Exclusion reason: Full Text Not Found; ,""
SSEL-ADE: A semi-supervised ensemble learning framework for extracting adverse drug events from social media,"Liu, J.; Zhao, S.; Wang, G.","With the development of Web 2.0 technology, social media websites have become lucrative but under-explored data sources for extracting adverse drug events (ADEs), which is a serious health problem. Besides ADE, other semantic relation types (e.g., drug indication and beneficial effect) could hold between the drug and adverse event mentions, making ADE relation extraction - distinguishing ADE relationship from other relation types - necessary. However, conducting ADE relation extraction in social media environment is not a trivial task because of the expertise-dependent, time-consuming and costly annotation process, and the feature space's high-dimensionality attributed to intrinsic characteristics of social media data. This study aims to develop a framework for ADE relation extraction using patient-generated content in social media with better performance than that delivered by previous efforts. To achieve the objective, a general semi-supervised ensemble learning framework, SSEL-ADE, was developed. The framework exploited various lexical, semantic, and syntactic features, and integrated ensemble learning and semi-supervised learning. A series of experiments were conducted to verify the effectiveness of the proposed framework. Empirical results demonstrate the effectiveness of each component of SSEL-ADE and reveal that our proposed framework outperforms most of existing ADE relation extraction methods The SSEL-ADE can facilitate enhanced ADE relation extraction performance, thereby providing more reliable support for pharmacovigilance. Moreover, the proposed semi-supervised ensemble methods have the potential of being applied to effectively deal with other social media-based problems.",2018,Jan,Artif Intell Med,84,,34-49,29111222,10.1016/j.artmed.2017.10.003,,#6837,Liu 2018,Exclusion reason: Full Text Not Found; ,""
Spontaneous reportintg system data based on Shuxuetong injection adverse reactions signal warning analysis,"Jiang, J. J.; Xiang, Y. Y.; Xie, Y. M.; Shen, H.","In this study, January 2009-December 2012 national adverse drug reaction monitoring center Shuxuetong the SRS data for the study, using the reporting rate ratio method and Bayesian belief propagation neural network Shuxuetong ADR warning signal, and balanced use of propensity score methods confounders. The results showed that chills as a possible warning signal. Tip clinical use Shuxuetong injection when, for the elderly, children, liver and kidney dysfunction are more prone to adverse reactions in patients with other special populations, the need to pay attention to the prevention of systemic allergic reactions, in particular the prevention shivering.",2013,,Zhongguo Zhongyao Zazhi,38,18,2994-2997,,10.4268/cjcmm20131815,,#6834,Jiang 2013,Exclusion reason: Full Text Not Found; ,""
